USER_TOKEN,FIRST_SEND_APPLICATION,BUSINESS_CATEGORY,POSTAL_CODE,COUNTRY_CODE,FIRST_INVOICE_MONTH,COUNT_INVOICES_FIRST7D,COUNT_SENT_INVOICES_FIRST7D,COUNT_PAID_INVOICES_FIRST7D,TOTAL_INVOICE_AMOUNT_CENTS_FIRST7D,COUNT_PAYERS_FIRST7D,HAS_USED_AUTOMATIC_REMINDERS_FIRST7D,AVERAGE_INVOICE_AMOUNT_CENTS_FIRST7D,PCT_INVOICES_PAID_FIRST7D,COUNT_DELIVERY_METHODS_FIRST7D,HAS_ACCEPTED_CREDIT_OR_DEBIT_CARD_FIRST7D,CHURNED_IND
CQX0J06F3N04F,register,retail,27604-6106,US,2017-01-01,2,2,2,104100,1,0,52050,1,1,1,1
J500N54A9PR2J,dashboard,food_and_drink,3012,AU,2019-02-01,5,5,2,15164280,3,1,3032856,0.4,1,1,1
8WADHPMYEH6GQ,dashboard,professional_services,N6A2P6,CA,2018-05-01,1,1,1,307774,1,0,307774,1,1,1,1
1F8NKWZMWWB69,dashboard,retail,90034,US,2015-04-01,1,1,1,96000,0,0,96000,1,1,1,1
2BHXWCYCEDEHV,register,charities_education_and_membership,40734-6501,US,2017-02-01,2,0,0,0,1,0,0,0,1,1,1
FDV45WPNPZMRR,dashboard,health_care_and_fitness,60532,US,2018-11-01,2,1,0,30000,1,0,15000,0,1,1,1
055D2ZVWQMYCF,register,charities_education_and_membership,11755,US,2017-02-01,9,9,9,6992000,8,0,776888.8889,1,1,1,1
80AZ04SM4PFH3,dashboard,professional_services,95835,US,2016-11-01,1,1,1,48000,1,0,48000,1,1,1,1
NA5M9P6VDCK55,register,food_and_drink,97213,US,2018-05-01,1,1,1,10500,1,0,10500,1,1,1,1
MEJTJ73M5M96S,dashboard,beauty_and_personal_care,85741-4039,US,2019-01-01,3,3,2,20000,3,0,6666.666666,0.666666,1,1,1
S7XG6T9WAHHRM,register,professional_services,77316-1691,US,2018-09-01,2,2,2,205700,2,0,102850,1,1,1,0
GYGFJVN8DY2AK,register,food_and_drink,2067,AU,2018-10-01,1,1,0,200,1,0,200,0,1,1,1
GDSVZ0YV07ZW7,dashboard,health_care_and_fitness,43460-1520,US,2018-03-01,4,4,4,113580,4,0,28395,1,1,1,1
4YBK2GXTXJC84,dashboard,food_and_drink,81504-4721,US,2017-08-01,1,1,0,800,1,0,800,0,1,1,1
9Y65QCA12R6BB,dashboard,retail,79932,US,2016-11-01,2,2,2,2462904,2,0,1231452,1,1,1,0
FDTDT1BB3QKEN,register,casual_use,27541,US,2018-09-01,1,1,0,100,1,0,100,0,1,1,1
5XDW6ZBNYNJMC,register,beauty_and_personal_care,80549,US,2015-06-01,4,3,1,678000,0,0,169500,0.333333,1,1,1
441ESHX456EJX,dashboard,casual_use,14626,US,2017-11-01,2,2,0,2431800,2,0,1215900,0,1,1,1
598X097D7Y9CZ,register,professional_services,61853,US,2016-12-01,1,1,1,1375000,1,0,1375000,1,1,1,1
18R3RP0V7GHTF,register,professional_services,37128-2752,US,2018-04-01,5,5,2,9450700,3,0,1890140,0.4,1,1,1
0AW12CJJPH29J,register,retail,96786,US,2016-11-01,1,0,0,5600,0,0,5600,0,1,1,1
9F5SY6KDQ04NC,register,retail,21209-2368,US,2017-07-01,2,2,2,110200,2,0,55100,1,1,1,1
E9PCG9BB13BY8,dashboard,professional_services,10018,US,2016-04-01,2,2,2,20900000,2,0,10450000,1,1,1,0
Z82MXB1CR08FE,dashboard,professional_services,84025,US,2018-06-01,2,2,1,6580000,1,0,3290000,0.5,1,1,0
5KDTK26DF47N0,dashboard,health_care_and_fitness,73112-1614,US,2017-03-01,2,2,2,52722,1,0,26361,1,1,1,1
2EF8GWVMTQR7M,dashboard,home_and_repair,32095,US,2016-04-01,1,0,0,397986,0,0,397986,0,1,1,1
1VVZEJN4GD3CF,dashboard,retail,85308,US,2017-08-01,2,2,2,3067464,2,0,1533732,1,1,1,1
B0GY70VG2EM0P,register,beauty_and_personal_care,44121,US,2016-11-01,1,1,0,3700,0,0,3700,0,1,1,1
HAH20Y4EDZD5Q,dashboard,beauty_and_personal_care,19128-2609,US,2018-04-01,6,6,2,1620000,6,0,270000,0.333333,1,1,1
2WX3HDEEAS95N,register,beauty_and_personal_care,83706,US,2017-05-01,1,1,1,18000,1,0,18000,1,1,1,1
4WDJ1QMWS8KSJ,register,casual_use,33511,US,2017-11-01,1,1,1,70486,1,0,70486,1,1,1,1
7BT46NTG4RMYF,register,transportation,37209,US,2019-02-01,1,1,1,2000,1,1,2000,1,1,1,1
T1W83K54ZYZXZ,register,casual_use,91411-1229,US,2019-01-01,5,2,2,190000,1,0,38000,1,1,1,1
2010QP0W3G00B,dashboard,professional_services,77002,US,2017-10-01,1,1,0,5000,1,0,5000,0,1,1,1
4ES38KK7X8GRB,register,beauty_and_personal_care,31406-6267,US,2017-06-01,3,3,2,364749720,3,0,121583240,0.666666,1,1,0
03256SHP9Z11N,dashboard,casual_use,27265,US,2017-12-01,2,2,1,12000,2,0,6000,0.5,1,1,1
500MG7ME264MQ,dashboard,professional_services,38105-4557,US,2018-03-01,1,1,1,2500,1,0,2500,1,1,1,1
N6HWKTRWCXRFB,register,retail,71842,US,2017-08-01,3,3,0,56000,2,0,18666.66667,0,1,1,0
CZFTH4TQVW3TS,register,food_and_drink,85929,US,2017-01-01,1,1,0,907920,1,0,907920,0,1,1,1
47T2BMB1DAHB8,dashboard,home_and_repair,90607-5619,US,2018-05-01,2,2,2,5727500,2,1,2863750,1,1,1,0
DQFMK6QVTA4H9,register,casual_use,33544,US,2017-12-01,2,2,1,160000,1,0,80000,0.5,2,1,1
0Q3ACW236H709,dashboard,professional_services,85298,US,2017-03-01,1,1,1,500000,1,0,500000,1,1,1,1
53462VQ92MYCN,dashboard,casual_use,02817-2068,US,2019-03-01,1,1,1,2800,1,1,2800,1,1,1,1
3WHW6GXKVRC9W,register,professional_services,32744-2208,US,2017-03-01,2,2,1,5292000,1,0,2646000,0.5,1,1,0
26768QES0GG7X,register,beauty_and_personal_care,77034,US,2018-01-01,1,1,1,222666,1,0,222666,1,1,1,1
82J1W3JBTPYWS,dashboard,food_and_drink,59718,US,2016-05-01,1,1,0,137820,1,0,137820,0,1,1,1
ZYQ76GJARHGAT,register,beauty_and_personal_care,44137-3221,US,2018-06-01,1,1,0,100,1,0,100,0,1,1,1
5Q7YNJ7N39KV3,register,health_care_and_fitness,71292,US,2018-08-01,1,1,0,12500,1,1,12500,0,1,1,1
CA7FANKJ2KKX9,dashboard,professional_services,77084,US,2019-01-01,2,2,0,22110000,2,1,11055000,0,1,1,0
A6DGYF1255HNG,register,professional_services,93101,US,2019-05-01,1,1,1,5386,1,0,5386,1,1,1,1
D1NGWNX8PRR1G,register,casual_use,59801,US,2017-04-01,1,1,1,10000,1,0,10000,1,1,1,1
94JD2A0Q8ZJVT,register,home_and_repair,28640,US,2017-04-01,2,1,0,21600,1,0,10800,0,1,1,1
A164RPQM10HM9,register,food_and_drink,R2M0A3,CA,2018-12-01,1,1,1,400000,1,0,400000,1,1,1,1
0YY5CJ9SM39PM,register,professional_services,H2J2M1,CA,2017-09-01,6,1,0,2690412,1,0,448402,0,1,1,1
EPYPKKNYYFBZ4,register,health_care_and_fitness,76112,US,2017-10-01,1,1,0,4223,1,0,4223,0,1,1,1
AQZ66PZR0PTZE,dashboard,professional_services,43065-7230,US,2016-02-01,3,3,2,53991,3,0,17997,0.666666,1,1,1
36X3232MR2FN1,register,food_and_drink,84660,US,2016-07-01,1,1,1,168000,0,0,168000,1,1,1,1
6G4XY2R0GG9N4,register,home_and_repair,94564,US,2014-11-01,1,1,1,976500,0,0,976500,1,1,1,0
VBBWN5AAGW8ZB,register,professional_services,32726-2033,US,2019-05-01,1,1,1,22500,1,1,22500,1,1,1,1
S59QV884614HN,dashboard,professional_services,53188-9133,US,2019-04-01,1,1,0,200,1,1,200,0,1,1,1
EAFYCJC7P8T0B,dashboard,retail,030-0961,JP,2014-11-01,2,2,2,3240,0,0,1620,1,1,1,1
2GM9R0W82NQRM,invoices,professional_services,48047-3303,US,2019-08-01,1,1,1,282000,1,1,282000,1,1,1,1
D056AASP8VMRQ,dashboard,retail,48040-1239,US,2018-11-01,1,1,0,2625,1,0,2625,0,1,1,1
C6FEZEH5N5Y4V,dashboard,professional_services,79605-5859,US,2018-10-01,1,1,0,15000,1,0,15000,0,1,1,1
129FQETP9E518,dashboard,leisure_and_entertainment,5458,US,2016-02-01,2,2,1,249346350,2,0,124673175,0.5,1,1,0
5V6CZWYTXM953,dashboard,casual_use,33186-6501,US,2016-06-01,1,1,0,30000,1,0,30000,0,1,1,1
6BK1NXGSYNJGH,dashboard,health_care_and_fitness,92075,US,2016-07-01,2,1,0,161460,1,0,80730,0,1,1,1
5SDAGWM1RXJFH,register,professional_services,32309,US,2017-03-01,1,1,0,200,1,0,200,0,1,1,1
CPYCDD9QHZ4JS,register,retail,20009,US,2018-03-01,2,2,2,2281500,2,0,1140750,1,2,1,1
00F9QSMCYYD1N,dashboard,retail,33810,US,2015-10-01,2,2,0,94536000,2,0,47268000,0,1,1,0
6ZD8QCA2G2Q3W,dashboard,professional_services,L4J 7Y8,CA,2014-11-01,1,0,0,0,0,0,0,0,1,1,1
CCPGCPTSF6N70,dashboard,professional_services,20190-3932,US,2017-07-01,1,1,1,25000,1,0,25000,1,1,1,1
A157PDKCGDBP6,register,professional_services,53562,US,2016-05-01,1,1,1,100,0,0,100,1,1,1,1
A6H8C1PTHFAY6,dashboard,food_and_drink,67579,US,2019-03-01,2,2,2,795600,2,1,397800,1,1,1,0
DV45XYYTXFXR7,register,professional_services,V9J 1B9,CA,2016-08-01,1,1,0,28350,0,0,28350,0,1,1,1
3K505DY5JWBWR,register,beauty_and_personal_care,54403,US,2019-07-01,1,1,0,50000,1,1,50000,0,1,1,1
7D7MYT6RY2KK7,dashboard,leisure_and_entertainment,600-8813,JP,2017-11-01,1,1,0,79500,1,0,79500,0,1,1,1
1XTNN9B5RM9M3,register,health_care_and_fitness,99205-3512,US,2017-07-01,1,1,1,4362336,1,0,4362336,1,1,1,0
RKN0NAQK1Z2Y0,invoices,health_care_and_fitness,28034,US,2019-02-01,1,1,1,480216,1,1,480216,1,1,1,1
Q980QR9JA16QB,register,home_and_repair,55120,US,2018-06-01,1,1,0,400,1,0,400,0,1,1,1
M2728CJFC772V,register,beauty_and_personal_care,V0X1C1,CA,2019-02-01,1,1,0,126000,1,1,126000,0,1,1,1
2RS0RMTMTTNWG,register,retail,30739,US,2016-07-01,1,1,0,100,0,0,100,0,1,1,1
8Z6781DWGBWCP,dashboard,casual_use,85354-7581,US,2018-03-01,2,1,0,1000200,1,0,500100,0,1,1,1
1G68ZY3VNNB9C,dashboard,professional_services,27312,US,2015-01-01,1,1,1,12927600,0,0,12927600,1,1,1,0
5CXKYY32GZ54V,register,health_care_and_fitness,13031,US,2019-07-01,1,1,0,189000,1,0,189000,0,1,1,1
C4GAZG8189SCX,dashboard,casual_use,41075,US,2015-06-01,1,1,0,390592,1,0,390592,0,1,1,1
6BAEY3RM59ZZW,register,food_and_drink,70814-6461,US,2019-06-01,1,1,0,125,1,1,125,0,1,1,1
DDSRRYQ4DAM51,dashboard,retail,M1W2M2,CA,2016-02-01,4,4,2,680600,3,0,170150,0.5,1,1,1
FP2Q6HGPJY5DA,dashboard,beauty_and_personal_care,32218,US,2017-06-01,1,1,1,24000,1,0,24000,1,1,1,0
5E94YD0SHVZHG,register,health_care_and_fitness,74066-1142,US,2016-12-01,1,1,0,80000,1,0,80000,0,1,1,1
934MVM835YQ5B,register,beauty_and_personal_care,76266,US,2018-06-01,1,1,0,7500,1,0,7500,0,1,1,1
0FDKXTH790CSJ,register,leisure_and_entertainment,90033,US,2017-10-01,1,1,0,2990000,1,0,2990000,0,1,1,0
0FEK9ZABXDG2E,register,leisure_and_entertainment,H3B 3A8,CA,2015-12-01,2,2,0,906590,0,0,453295,0,1,1,1
7ZSRA24ZH8HQC,register,health_care_and_fitness,44234-9710,US,2016-09-01,1,1,0,100,0,0,100,0,1,1,1
77W56DEC42GJF,register,health_care_and_fitness,83702,US,2019-02-01,1,0,0,74975,1,1,74975,0,1,1,1
FF52WV5841GGC,register,leisure_and_entertainment,93923,US,2019-06-01,2,2,2,27798,2,1,13899,1,1,1,1
VWX52H4Q2Y66E,register,beauty_and_personal_care,55925,US,2018-04-01,1,1,0,2138,1,0,2138,0,1,1,1
RJ9QK0Z3CPWEN,register,leisure_and_entertainment,32526,US,2019-08-01,1,1,0,10000,1,1,10000,0,1,1,1
3WSJAATG23F4W,register,retail,23454,US,2016-03-01,1,1,1,350000,0,0,350000,1,1,1,0
6QX6R26CXE1K1,dashboard,professional_services,89117-0255,US,2017-09-01,1,1,1,29997,1,0,29997,1,1,1,1
5M23HKZQ11K3M,register,home_and_repair,74074,US,2017-03-01,1,1,0,51000,1,0,51000,0,1,1,1
7DTW24CZ7SZGD,register,food_and_drink,KT121RN,GB,2019-06-01,1,1,1,18000,1,1,18000,1,1,1,1
J7HT3MV80NX25,register,professional_services,34951,US,2018-09-01,1,1,0,100000,1,0,100000,0,1,1,1
EFSAEHWJ5RCTW,register,professional_services,85255-6368,US,2018-04-01,1,1,1,585000,1,0,585000,1,1,1,1
8E2QB81TB3GCK,register,professional_services,36507-2776,US,2019-08-01,1,1,1,15000,1,1,15000,1,1,1,1
9X119Z9YXAWN1,register,retail,96813-1760,US,2017-07-01,1,1,0,8882,1,0,8882,0,1,1,1
20RTKTR99PCJR,register,professional_services,31569,US,2017-02-01,1,1,1,3600,1,0,3600,1,1,1,1
NRS93SB1VS4X7,register,health_care_and_fitness,18045,US,2018-06-01,2,1,0,34132,2,0,17066,0,1,1,1
4X5J8W7B3JFNW,register,home_and_repair,95334,US,2017-12-01,1,1,0,4000,1,0,4000,0,1,1,1
91BQWAJMVS3HE,dashboard,health_care_and_fitness,60614,US,2016-05-01,1,1,0,119218400,1,0,119218400,0,1,1,0
BE2C2WKHK806A,dashboard,health_care_and_fitness,43615,US,2017-05-01,3,3,3,415555,2,0,138518.3333,1,1,1,1
8YTACR3G44Q9B,dashboard,retail,3807,AU,2018-06-01,1,0,0,2639120,0,0,2639120,0,1,1,0
318554YJF05SV,dashboard,home_and_repair,76180-5793,US,2017-06-01,2,2,2,68945472,2,0,34472736,1,1,1,0
5YK446MN1CDBN,register,health_care_and_fitness,74953-2959,US,2017-07-01,1,1,1,18000,1,0,18000,1,1,1,1
4Y7040SJEB73J,register,retail,59870,US,2017-11-01,1,1,0,10000,1,0,10000,0,1,1,1
CHYC8H2EA3KZ8,register,food_and_drink,27846-9845,US,2018-12-01,1,1,1,10380,1,0,10380,1,1,1,1
CQ0VG76M1X26V,register,casual_use,02889-2432,US,2017-09-01,1,1,1,3000,1,0,3000,1,1,1,1
XD70VDME9MRTT,register,retail,10029,US,2017-10-01,1,1,0,2000,1,0,2000,0,1,1,1
XME9SXP7Y9JKX,register,beauty_and_personal_care,32310,US,2017-07-01,1,1,1,40000,1,0,40000,1,1,1,1
85EHVAPE2QN34,register,health_care_and_fitness,76063,US,2016-02-01,1,1,0,530400,0,0,530400,0,1,1,1
1EQT6QXWFZSAG,dashboard,professional_services,97267,US,2016-08-01,1,1,1,384000,1,0,384000,1,1,1,1
BW8ZZCJ2NHPG9,dashboard,home_and_repair,470-0126,JP,2019-03-01,1,1,1,89250,1,1,89250,1,1,1,1
AAN217CJZMX90,register,professional_services,34108,US,2015-12-01,2,2,1,5973700,0,0,2986850,0.5,1,1,0
NZMGMYEXJM4YY,register,beauty_and_personal_care,32063,US,2019-05-01,1,1,1,7918,1,1,7918,1,1,1,1
WKPFSR46H77QP,dashboard,charities_education_and_membership,91733-3239,US,2018-11-01,1,1,0,25500,1,0,25500,0,1,1,1
BWKX2EV1GM71T,register,home_and_repair,15205-2422,US,2017-09-01,1,1,1,456750,1,0,456750,1,1,1,1
DMD669JXG1J1K,dashboard,retail,T5E 1P9,CA,2016-10-01,1,1,0,300,1,0,300,0,1,1,1
B19N7DP23CF18,dashboard,casual_use,20712,US,2015-08-01,1,1,1,40000000,1,0,40000000,1,1,1,0
88VXDDJAWRN8P,dashboard,professional_services,15801,US,2017-06-01,1,1,1,1225000,1,0,1225000,1,1,1,0
9XSQ80F4MD815,register,professional_services,91377-4770,US,2018-04-01,1,1,0,400000,1,0,400000,0,1,1,1
3JBD6HBWK8F1K,register,professional_services,33025-4755,US,2017-04-01,1,1,0,400,1,0,400,0,1,1,1
0K2PR6AJSCR0K,register,professional_services,L5W0E7,CA,2018-02-01,1,1,0,3500,1,0,3500,0,1,1,1
9CBTT176CDEQT,dashboard,charities_education_and_membership,85069-1465,US,2014-09-01,1,1,0,38000,0,0,38000,0,1,1,1
FQSTHG0HTWB3A,dashboard,retail,78251-3727,US,2018-12-01,1,1,1,1740,1,0,1740,1,1,1,1
9DN68HGDNRCD0,dashboard,charities_education_and_membership,80516,US,2016-03-01,1,1,1,200,1,0,200,1,1,1,1
DRNZ50RSY57QQ,dashboard,charities_education_and_membership,74170,US,2019-08-01,1,1,0,14834,1,1,14834,0,1,1,1
FFWCYFF477QF8,dashboard,charities_education_and_membership,94107-2855,US,2019-08-01,1,1,0,3570000,1,1,3570000,0,1,1,1
1J4PSD3ESXXM4,dashboard,professional_services,02370-1343,US,2017-05-01,1,1,0,2400000,1,0,2400000,0,1,1,0
P427E04TW83J5,dashboard,retail,6008,AU,2019-03-01,1,1,1,2245104,1,1,2245104,1,1,1,1
AWT6XR71TZC0H,dashboard,home_and_repair,48881-9517,US,2017-07-01,1,1,1,6572,1,0,6572,1,1,1,1
5JVVCV256MRGW,register,beauty_and_personal_care,90502,US,2016-12-01,1,1,1,14600,1,0,14600,1,1,1,1
1P5B5Q71FTAT5,dashboard,leisure_and_entertainment,76011-4264,US,2016-09-01,1,1,1,3118500,1,0,3118500,1,1,1,1
889G81DBFYB0N,register,beauty_and_personal_care,454-0869,JP,2016-07-01,1,1,1,100,0,0,100,1,1,1,1
5NWYWFRQ3JNPT,register,professional_services,L4L4V9,CA,2017-06-01,1,1,0,300000,1,0,300000,0,1,1,1
WTQS3YKDYS8NZ,register,retail,83847-5100,US,2018-02-01,1,1,1,307152000,1,0,307152000,1,1,1,0
CYWY3NRV4C0M5,register,home_and_repair,84041,US,2015-03-01,2,2,1,10141425,0,0,5070712.5,0.5,1,1,0
A42H9K9GSD1YQ,register,professional_services,6117,US,2019-07-01,1,1,0,1196000,1,1,1196000,0,1,1,0
VZTAEG2CSKXGY,dashboard,food_and_drink,62254,US,2019-02-01,1,1,1,197500,1,0,197500,1,1,1,1
296R3JFBW1DCP,register,retail,153-0051,JP,2015-03-01,1,1,0,204000,0,0,204000,0,1,1,1
RTABRGDQK5FSH,dashboard,professional_services,30002-1342,US,2019-08-01,1,1,0,25000,1,1,25000,0,1,1,1
0B5GXE6S5V3X7,register,retail,M4J1E1,CA,2017-10-01,1,1,0,113,1,0,113,0,1,1,1
7PYXF3RKA8YWV,register,food_and_drink,27601-1062,US,2016-03-01,2,2,0,2313980,0,0,1156990,0,1,1,0
FZKVR9T35AD3T,dashboard,health_care_and_fitness,34734,US,2018-01-01,1,1,1,10000,1,0,10000,1,1,1,1
D8DXPYCPHWZE3,dashboard,beauty_and_personal_care,33401,US,2015-01-01,1,1,1,4000,0,0,4000,1,1,1,1
2AV3WX2KXNJTH,register,professional_services,33952-9717,US,2019-03-01,1,1,0,13331,1,1,13331,0,1,1,1
8RAKV34SA5ZXF,register,retail,612-8083,JP,2015-12-01,2,2,0,5616,1,0,2808,0,1,1,0
0RXGA8JAY3S0S,dashboard,charities_education_and_membership,2451,US,2016-09-01,1,1,1,400000,1,0,400000,1,1,1,1
0AVRM6TZ72FC5,dashboard,home_and_repair,L4N6G7,CA,2019-01-01,1,1,0,100,1,0,100,0,1,1,1
84MYPJ5P5VYND,dashboard,retail,15228,US,2014-10-01,1,1,0,390000,0,0,390000,0,1,1,1
9GGV5RCZ80VVN,dashboard,charities_education_and_membership,160-0023,JP,2016-07-01,1,1,0,90000,1,0,90000,0,1,1,1
BWNEVNCGZ8E16,register,food_and_drink,8406,US,2016-07-01,1,1,0,100,0,0,100,0,1,1,1
BY4F7EDM1ZRTY,register,food_and_drink,88403,US,2014-11-01,1,1,1,186000,0,0,186000,1,1,1,1
Y8AX8VES4M4P2,dashboard,beauty_and_personal_care,150-0021,JP,2019-01-01,1,1,0,2500,1,1,2500,0,1,1,1
7K9QJERTW8YAC,register,professional_services,24431,US,2018-04-01,1,1,0,980000,1,0,980000,0,1,1,1
84D0XT48SR11N,dashboard,leisure_and_entertainment,30044,US,2018-05-01,1,1,0,10080000,1,0,10080000,0,1,1,0
V78NC8M0K5FQG,dashboard,health_care_and_fitness,3754,AU,2019-02-01,1,1,0,9000,1,1,9000,0,1,1,1
5SFFV8TP2BVAK,dashboard,food_and_drink,48178-9328,US,2016-04-01,1,1,1,280500,1,0,280500,1,1,1,1
1KV3AKTQYWS4G,register,professional_services,80601,US,2017-08-01,1,1,0,10000,1,0,10000,0,1,1,1
FY3GWYPKTRAAY,dashboard,health_care_and_fitness,29455,US,2019-07-01,1,1,1,76500000,1,1,76500000,1,1,1,0
BJ9QASHGEH8YS,register,casual_use,91016,US,2018-08-01,3,2,0,108000,1,0,36000,0,1,1,1
PRTMRV3QG2D1T,dashboard,professional_services,29617,US,2019-08-01,1,1,0,50000,1,1,50000,0,1,1,1
398YRMHPVM4XT,dashboard,home_and_repair,30016-1304,US,2016-07-01,3,3,1,1617030,3,0,539010,0.333333,1,1,1
43T59XP5N67SW,dashboard,retail,66223,US,2017-07-01,1,0,0,586045,1,0,586045,0,1,1,1
EV3CH6ET4PRG7,dashboard,health_care_and_fitness,80134-9259,US,2017-03-01,39,34,27,5902974,34,0,151358.3077,0.794117,1,1,1
B7GK0SK77YV6Y,register,home_and_repair,22407-7360,US,2016-09-01,2,2,0,400,0,0,200,0,1,1,1
BE7VZ17CABKFF,dashboard,leisure_and_entertainment,91105-4537,US,2016-12-01,6,6,3,149832,5,0,24972,0.5,1,1,1
2S4S2AESEZW0R,dashboard,professional_services,97006,US,2016-03-01,8,8,7,2601690,7,0,325211.25,0.875,1,1,1
3MTCBMFXHFB6R,register,professional_services,23702,US,2017-03-01,1,1,0,2500,1,0,2500,0,1,1,1
4QGJN7QYV0A40,register,casual_use,2115,US,2019-01-01,1,1,0,3516,1,1,3516,0,1,1,1
AD6FT7WSSWPTD,register,professional_services,76513-4732,US,2015-02-01,1,1,0,1231360,0,0,1231360,0,1,1,0
VS311N4JMAYZR,dashboard,charities_education_and_membership,22405-3041,US,2018-10-01,3,3,3,309456,3,0,103152,1,1,1,1
6JS60AB686QAD,register,retail,44077,US,2015-03-01,1,1,1,120000,0,0,120000,1,1,1,1
C9CC0NZP5JFXV,register,food_and_drink,39507,US,2018-11-01,1,1,1,200000,1,0,200000,1,1,1,1
85BCJPRJWVA1Q,register,health_care_and_fitness,10547-1339,US,2017-07-01,2,2,2,19200,2,0,9600,1,1,1,1
96TTJ9Z6JAT1M,register,health_care_and_fitness,84057-4105,US,2017-04-01,3,3,2,668304,3,0,222768,0.666666,1,1,1
8PFV0M8HKEAM2,dashboard,charities_education_and_membership,54017-4400,US,2018-01-01,6,6,5,2055120,6,0,342520,0.833333,1,1,1
6WKZXZCP5BPHJ,register,professional_services,29376,US,2017-08-01,2,2,2,848000,2,0,424000,1,1,1,1
KKZ0VBQ6DHSEC,register,retail,16055-9306,US,2018-02-01,3,3,2,92125,3,0,30708.33333,0.666666,1,1,1
348Q3PJZ7XBD6,register,retail,29615,US,2016-03-01,5,5,3,32464800,3,0,6492960,0.6,1,1,0
1507YYSS7GJGD,dashboard,casual_use,34772,US,2019-02-01,2,1,1,91470,2,1,45735,1,1,1,1
C026CDA1EFY14,register,health_care_and_fitness,80016-6036,US,2017-01-01,10,10,7,1162512,9,0,116251.2,0.7,1,1,1
6HK0JQ44J25H9,dashboard,health_care_and_fitness,32303-7368,US,2017-06-01,3,3,2,1562400,3,0,520800,0.666666,1,1,0
QBE45F5NMWTGB,register,casual_use,21536-1314,US,2018-09-01,5,5,4,4554450,5,0,910890,0.8,1,1,0
70EJ78HQA5EB8,dashboard,professional_services,34482,US,2017-09-01,11,11,9,455469210,11,0,41406291.82,0.818181,1,1,0
2KAQCF78Q3TKK,register,health_care_and_fitness,85233-2534,US,2016-12-01,5,5,5,177870,5,0,35574,1,1,1,1
6TY5QS52Q2D41,dashboard,home_and_repair,26836-9428,US,2018-04-01,2,2,1,196000,2,0,98000,0.5,1,1,1
C9601ZYZZN78V,register,health_care_and_fitness,75154-6234,US,2017-11-01,22,19,13,10118388,15,0,459926.7273,0.68421,1,1,1
3AQKGN3S4RF19,dashboard,retail,32826-4280,US,2017-04-01,5,5,5,4814920,4,0,962984,1,1,1,0
C5EPXH16ES3NA,register,leisure_and_entertainment,77521-8506,US,2019-07-01,4,3,2,259800,3,1,64950,0.666666,1,1,1
5K7TQTCBZ62V0,register,retail,66053-5501,US,2019-02-01,3,3,3,18600,3,1,6200,1,1,1,1
2DHJ0J356PCGG,register,transportation,32808-3323,US,2019-08-01,1,1,0,30150,1,1,30150,0,1,1,1
DCPRQN0SD3YPZ,dashboard,food_and_drink,T2G1W5,CA,2019-05-01,1,1,0,107393,1,0,107393,0,1,1,1
E92ZY3FP1Z4T7,register,professional_services,37040,US,2017-03-01,1,1,1,500,1,0,500,1,1,1,1
H2ERTTQGW0EHM,register,health_care_and_fitness,61554-1021,US,2017-11-01,2,2,1,232720,2,0,116360,0.5,1,1,0
C8WJDYJ53G1WV,register,retail,27516,US,2018-02-01,7,7,6,1905440,7,0,272205.7143,0.857142,1,1,1
CK1TRPV7K8D0N,register,retail,34690-2215,US,2018-08-01,3,3,2,33156,2,1,11052,0.666666,1,1,1
T2ADPRZ18Z0WF,dashboard,retail,49330,US,2019-01-01,3,3,3,1420000,3,0,473333.3333,1,1,1,1
A3AQ48NWHBSME,register,leisure_and_entertainment,18250-1029,US,2018-05-01,4,4,0,903924,2,0,225981,0,1,1,0
D53H2YN3090R5,register,professional_services,6068,US,2017-02-01,1,1,0,20000,1,0,20000,0,1,1,1
BFG0GB57QH718,dashboard,professional_services,7522,US,2018-09-01,2,2,0,9950,1,0,4975,0,1,1,1
ZWYPC6RAYZ228,dashboard,professional_services,64081,US,2017-09-01,3,3,1,451500,3,0,150500,0.333333,1,1,1
11BJHN5VS34GC,register,retail,74855-9077,US,2018-12-01,4,4,3,29315,3,0,7328.75,0.75,1,1,1
T5FES2VCTHGT3,register,health_care_and_fitness,28312,US,2018-06-01,6,6,6,30855000,6,0,5142500,1,1,1,0
RAZ496WXQ2W9J,register,charities_education_and_membership,J7A1K2,CA,2018-12-01,1,1,0,67000,1,0,67000,0,1,1,1
8JJ4CSGCFZBDC,register,home_and_repair,3442,AU,2019-07-01,2,2,0,52500,1,1,26250,0,1,1,1
4X4APZMKJ52SY,dashboard,leisure_and_entertainment,73142,US,2017-10-01,2,2,2,25746,1,0,12873,1,1,1,1
QZ75XY0RMC91B,dashboard,beauty_and_personal_care,T3E4N6,CA,2017-11-01,7,6,4,335020,5,0,47860,0.666666,1,1,1
DY2GTMK2HK8FG,dashboard,health_care_and_fitness,75080,US,2016-09-01,1,1,0,29760,1,0,29760,0,1,1,1
CWVQ2HZ55GYDR,register,casual_use,91302,US,2016-10-01,2,2,1,2448600,0,0,1224300,0.5,1,1,1
PRBS6Z5TXHVSD,dashboard,retail,910-0034,JP,2019-03-01,1,1,1,30630600,1,1,30630600,1,1,1,1
1EPTN4ZG83TCC,dashboard,home_and_repair,34778,US,2017-04-01,2,2,1,250400,2,0,125200,0.5,1,1,0
